userId,title,rating,predicted
221,Farewell My Concubine (Ba wang bie ji) (1993),4.5,3.7531353866968433
598,Eternal Sunshine of the Spotless Mind (2004),5.0,4.395123710172938
596,Chocolat (2000),3.5,3.645330082927112
414,Snowden (2016),4.0,3.370277443257627
34,Hitch (2005),2.0,3.1455102918516538
62,Indiana Jones and the Temple of Doom (1984),4.5,4.3677936191374505
448,Enough Said (2013),3.5,3.625942673206622
137,Glory (1989),4.0,4.482419969238066
438,Superman III (1983),3.0,2.3299927875613218
606,Crime Busters (1977),2.5,3.6573991031390136
352,300 (2007),4.0,4.0973341707797495
572,McCabe & Mrs. Miller (1971),5.0,4.096766243944266
129,Donnie Darko (2001),2.5,3.915057889632261
279,Arrival (2016),4.0,3.8991750675951145
428,"Matrix Reloaded, The (2003)",3.0,2.343575491682136
152,"Godfather, The (1972)",5.0,4.80495305537575
328,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,3.913173658442017
427,Coneheads (1993),3.0,1.8186947798438948
367,Chicken Run (2000),5.0,3.9306297584427257
599,Seven Psychopaths (2012),3.0,2.6928879549291653
525,Rise of the Guardians (2012),3.0,3.5958482458195093
111,Sex and the City 2 (2010),1.5,0.8220363681534995
42,"Golden Child, The (1986)",4.0,2.9208736135342055
606,Buena Vista Social Club (1999),4.0,4.631581781397319
560,School of Rock (2003),3.0,3.3619989555710714
19,Blink (1994),3.0,2.247906951701151
51,American Graffiti (1973),4.5,4.265188875447923
474,When a Man Loves a Woman (1994),2.5,3.609745808081872
68,Sleeping Beauty (1959),3.0,3.167996863086096
189,"Lord of the Rings: The Return of the King, The (2003)",4.0,4.188841561403477
599,Damsels in Distress (2011),1.5,2.023231359036444
556,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.5,3.8993329905349614
596,Mission: Impossible II (2000),2.5,2.601994887461175
387,Trainspotting (1996),4.5,3.9838935655333914
3,"Rescuers, The (1977)",0.5,2.4194227060669933
1,Big Trouble in Little China (1986),4.0,4.987959328736153
73,"Guilt Trip, The (2012)",1.5,3.487758477558709
217,Four Weddings and a Funeral (1994),3.0,2.7771408821905954
438,Ultraviolet (2006),0.5,1.9964634650224604
282,American Gangster (2007),4.0,4.443307884099439
310,"Graduate, The (1967)",4.5,4.2463528908731085
448,X-Men: Apocalypse (2016),2.0,2.525040557583185
91,Licence to Kill (1989),2.0,3.3150816963465743
103,Mulholland Drive (2001),5.0,4.553085961346961
380,Bicentennial Man (1999),4.0,3.1795430086870873
566,"Three Musketeers, The (1993)",4.0,3.241005074901379
298,Iron Man 2 (2010),3.5,2.271414482096199
599,"Seven-Per-Cent Solution, The (1976)",2.5,2.6420500403551253
381,Memento (2000),4.5,4.265618228610864
292,"View to a Kill, A (1985)",4.0,3.2062506920987195
43,Pinocchio (1940),5.0,5.0
50,Kurt Cobain: Montage of Heck (2015),3.0,2.7806451612903227
46,"Net, The (1995)",4.0,3.722251080257547
564,The Interview (2014),4.5,4.501377046044682
89,Horrible Bosses 2 (2014),4.0,3.3735868338383126
217,Take the Money and Run (1969),1.0,3.3026118487000233
140,Backdraft (1991),3.0,3.6912888594267788
125,Happy Accidents (2000),4.0,4.61594383786573
274,Cop Out (2010),2.5,2.0349554496373172
382,Flubber (1997),3.5,2.894695300173384
560,Warcraft (2016),3.5,3.21285470669704
48,"Fifth Element, The (1997)",4.0,4.266702865552229
338,Isle of Dogs (2018),1.5,3.2163866794957623
567,The Accountant (2016),1.0,2.1051356458773918
475,Mad Max: Fury Road (2015),4.5,4.634859625110435
290,Detroit Rock City (1999),3.0,2.6552405451414547
7,"Bourne Supremacy, The (2004)",3.5,3.343230841001384
282,Good Will Hunting (1997),4.5,4.548915736269336
6,Othello (1995),4.0,3.5472814714032634
599,Push (2009),2.5,2.4455873252499627
610,Talladega Nights: The Ballad of Ricky Bobby (2006),4.0,3.402204101209246
469,"Rock, The (1996)",3.0,3.5674865069229584
256,Brokeback Mountain (2005),2.0,3.5216832701870615
312,"Cell, The (2000)",3.0,3.184019149476992
132,Show Me Love (Fucking Åmål) (1998),3.0,3.337468447270365
480,Resident Evil: Apocalypse (2004),2.0,2.6557112222529313
414,"Tourist, The (2010)",3.0,2.1025369146223927
274,"Santa Clause 2, The (2002)",2.5,2.30743635109613
217,American Graffiti (1973),3.0,3.092763506022187
387,Forrest Gump (1994),4.0,3.836486000111476
227,"King's Speech, The (2010)",3.5,4.104946591798793
226,Back to the Future Part II (1989),4.0,3.55542098476396
368,Chariots of Fire (1981),4.0,3.2358448407699787
587,True Lies (1994),4.0,3.8006522093799506
488,In America (2002),2.5,4.543676478239925
135,Dumb & Dumber (Dumb and Dumber) (1994),2.0,3.038343135790461
535,Analyze This (1999),3.0,2.3964137504986383
529,Dragonheart (1996),4.0,3.0239397467656715
62,Final Destination 2 (2003),3.5,3.5364635191173774
448,Wall Street: Money Never Sleeps (2010),2.0,2.8598048789073296
14,Batman (1989),2.0,2.9149183888574965
368,Star Wars: Episode VI - Return of the Jedi (1983),4.0,3.5841460705846173
534,"Road to El Dorado, The (2000)",4.5,3.5715793171711754
221,"Lost Boys, The (1987)",3.5,4.2286411508951876
29,I Am Legend (2007),4.0,3.9866130834374074
474,Traffic (2000),4.5,3.804011097422261
448,Club Dread (2004),3.0,1.5353259322165103
21,You Only Live Twice (1967),4.5,3.2793999036851456
43,Dumb & Dumber (Dumb and Dumber) (1994),3.0,3.0569363069678652
112,Leaving Las Vegas (1995),2.5,3.3650537222882617
414,Holy Smoke (1999),2.0,3.440068219734954
352,Wallace & Gromit in The Curse of the Were-Rabbit (2005),3.0,4.1051392676535245
502,"Green Mile, The (1999)",5.0,3.9809341428369547
339,Mulholland Drive (2001),5.0,4.817936469283611
19,Mystery Men (1999),5.0,2.4869542979217627
45,"Cable Guy, The (1996)",4.0,3.1665219064586267
368,Bad Lieutenant (1992),3.0,2.472254855828369
27,Wallace & Gromit: The Wrong Trousers (1993),5.0,4.312177784033889
608,Look Who's Talking Now (1993),1.0,1.9060839982106534
125,District 9 (2009),4.0,4.068645369675107
187,"South Park: Bigger, Longer and Uncut (1999)",4.5,4.151856686714439
606,Luna Papa (1999),3.5,3.6573991031390136
551,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),0.5,3.248278138883329
111,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.5,3.0087938138308377
285,In the Line of Fire (1993),3.5,3.904893958459315
370,Chocolat (2000),3.0,3.82239865041474
414,Empire of the Sun (1987),5.0,3.884152791024395
474,"Grand Day Out with Wallace and Gromit, A (1989)",4.5,4.280679974383023
481,Gattaca (1997),3.0,3.3679820411918127
606,"Doors, The (1991)",4.0,3.501418166249554
379,Clear and Present Danger (1994),4.0,3.6577864617664773
212,Skyfall (2012),4.0,3.7108352922151644
160,"Royal Tenenbaums, The (2001)",4.5,3.0385752696564974
121,Pretty Woman (1990),3.0,3.120557077137036
274,"Beach, The (2000)",2.0,2.8494380756201356
437,Schindler's List (1993),5.0,4.982825130091919
577,Executive Decision (1996),3.0,3.586120563679304
414,Argo (2012),4.0,3.90395689041475
608,Braveheart (1995),4.0,3.8093672802533587
562,"Monster Squad, The (1987)",5.0,4.093073593073593
477,Howard the Duck (1986),0.5,2.451298345274732
213,"Terminator, The (1984)",4.0,4.3344982838548365
590,Harold and Kumar Go to White Castle (2004),2.5,3.3862797554072737
259,"Monsters, Inc. (2001)",4.0,3.5845451163863546
222,Superhero Movie (2008),2.0,0.6538326699043444
606,Kill Bill: Vol. 1 (2003),4.5,4.374300290129621
140,Chinatown (1974),3.5,4.1536149371083235
606,Jungle Fever (1991),4.0,3.5355628664039713
298,"Prestige, The (2006)",2.0,2.7541148355044904
599,Seven (a.k.a. Se7en) (1995),4.0,3.397000318109317
305,Oldboy (2013),2.5,3.8339418449516365
28,Tsotsi (2005),3.0,2.9978457744707026
105,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.0,4.759580980262812
309,"Deer Hunter, The (1978)",3.0,3.784888698054563
567,Short Term 12 (2013),3.5,2.55689847786622
217,Vibes (1988),2.0,2.154430209379982
246,Eternal Sunshine of the Spotless Mind (2004),5.0,4.796806615986481
307,"It's the Great Pumpkin, Charlie Brown (1966)",4.0,3.136601835505627
27,M*A*S*H (a.k.a. MASH) (1970),2.0,3.7833915101111275
248,Indiana Jones and the Last Crusade (1989),4.0,4.167316189416047
19,Tales from the Crypt Presents: Bordello of Blood (1996),2.0,1.5989808951131395
332,Hero (Ying xiong) (2002),4.5,4.186683878757801
156,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.0,4.326293292250848
140,Fist of Legend (Jing wu ying xiong) (1994),1.0,4.559656736287368
303,Monty Python's Life of Brian (1979),1.0,3.4125210075264825
600,Beetlejuice (1988),4.5,3.2416705633849587
489,Citizen Kane (1941),3.5,3.6397216348716293
560,Inside Out (2015),3.5,3.8244011841326397
306,The Conjuring 2 (2016),4.0,5.0
4,Magnolia (1999),4.0,3.8188886352032334
58,Outbreak (1995),4.0,3.608524649262467
292,Magnum Force (1973),4.5,2.8523253675516576
91,"Blues Brothers, The (1980)",5.0,3.839145433326328
288,Spawn (1997),3.0,2.330830235025721
76,Blade Runner (1982),3.5,3.7682131396924095
380,Baby Driver (2017),4.0,4.474488760246649
68,Awakenings (1990),3.0,3.443303831510458
105,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),4.0,4.116343490304709
418,Bill & Ted's Excellent Adventure (1989),4.0,3.8244107880946485
64,Boogie Nights (1997),4.5,4.2732177934752675
457,American Beauty (1999),3.0,3.840385732468361
287,Fahrenheit 9/11 (2004),4.5,2.7602995068021294
39,Go (1999),5.0,4.379734408208007
560,Star Wars: Episode VI - Return of the Jedi (1983),4.0,4.31603925408915
18,Hanna (2011),3.5,3.7695373667995686
140,Gettysburg (1993),4.0,3.908284717417123
256,In Time (2011),3.5,3.711129593032412
103,Casablanca (1942),5.0,4.723298819324176
307,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.0,2.991721232837185
146,"Next Karate Kid, The (1994)",2.5,2.1984595532844975
24,"Usual Suspects, The (1995)",4.0,4.3596806908431756
599,"Blues Brothers, The (1980)",3.5,3.1181130018336165
50,Pacific Rim (2013),2.0,3.014532182821005
232,"Others, The (2001)",4.0,3.383081703891418
477,Citizen Ruth (1996),4.5,3.6246051702970092
457,Payback (1999),4.0,3.567518384955206
135,"Man Who Wasn't There, The (2001)",3.0,4.051004629135059
608,Metropolis (2001),4.5,3.5974758150532815
16,"Usual Suspects, The (1995)",4.0,4.173473961918539
410,Wonderland (1999),4.0,4.66792323433193
428,Speed (1994),2.5,2.3565463863998612
182,"Replacement Killers, The (1998)",3.5,2.9812879555893947
169,Cinderella (1950),4.0,4.596206897620929
480,"Ninth Gate, The (1999)",4.0,2.9281872270500484
68,Jumanji (1995),2.5,3.03951635981527
307,North Country (2005),2.5,3.112139187473163
522,"Bank Job, The (2008)",4.5,3.651642274700252
64,Snatch (2000),4.5,4.46242860238417
305,"Emperor's New Groove, The (2000)",3.5,3.9725357412781332
219,The Count of Monte Cristo (2002),3.5,3.565124813940003
141,Hook (1991),4.0,3.609488331592592
230,Entrapment (1999),3.5,3.1552148073618524
448,Hellboy (2004),3.0,2.8295854579431565
462,Star Trek Into Darkness (2013),2.0,3.130181233419476
199,Rescue Dawn (2006),3.5,3.901618424896116
125,Brave (2012),3.5,3.689013570881993
125,Everybody Wants Some (2016),4.0,5.0
445,Schindler's List (1993),3.0,4.001714952199781
317,Kill Bill: Vol. 2 (2004),3.0,4.362843940886292
355,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,4.830363854978804
169,"Monsters, Inc. (2001)",5.0,4.685160356203844
453,Fargo (1996),4.0,4.596064417351165
472,Patch Adams (1998),4.0,3.9113381371181424
606,Memento (2000),4.0,4.497901077296203
131,Star Trek: Insurrection (1998),3.0,3.0201690620753148
354,Big Fish (2003),4.5,3.9641351121517405
298,Outlander (2008),3.0,2.3894529694749105
382,Tropic Thunder (2008),5.0,3.8611737088428333
594,Executive Decision (1996),5.0,4.284955267924177
369,Spaceballs (1987),4.0,3.6925484653681124
75,Coneheads (1993),1.0,1.9211161323034773
381,"Matrix, The (1999)",5.0,4.336420397350434
357,Top Gun (1986),4.0,3.7110386982325645
357,Meet Me in St. Louis (1944),5.0,4.6511949078939265
480,Star Wars: Episode I - The Phantom Menace (1999),2.0,2.8425726862279515
51,"Sixth Sense, The (1999)",5.0,4.453216323946147
474,Home Alone (1990),2.0,2.761937411270053
298,Sisters (2015),0.5,1.696301363610912
310,"Rock, The (1996)",4.0,3.5338538750824213
274,2012 (2009),2.0,2.500056302269356
156,Goldfinger (1964),2.0,3.9757479889850034
414,"Scarlet Letter, The (1995)",2.0,2.4316190215278524
474,One Crazy Summer (1986),2.0,3.5801801503136472
280,Youth in Revolt (2009),3.0,2.933195897509072
494,Star Wars: Episode IV - A New Hope (1977),5.0,4.962339247823945
239,My Cousin Vinny (1992),3.0,3.667822455619198
610,Hidalgo (2004),3.0,3.7178747835696755
57,Toy Story (1995),5.0,3.8637231658458138
452,Scream 3 (2000),4.0,3.6562321816635723
217,"Rocketeer, The (1991)",3.0,2.7045179999667246
66,Kalifornia (1993),2.0,3.6852586908898486
19,"Borrowers, The (1997)",2.0,2.271345289540889
580,Contact (1997),3.5,3.550508332891708
288,Blade Runner (1982),4.0,3.924666794798144
586,Guardians of the Galaxy 2 (2017),5.0,4.620687897375628
517,Police Academy 3: Back in Training (1986),0.5,1.457397609810311
220,Quantum of Solace (2008),3.5,3.856039008923714
560,Helvetica (2007),2.5,3.931460005315387
479,Johnny Dangerously (1984),2.0,3.0090041878503015
28,"Godfather: Part III, The (1990)",3.5,2.9825533667272617
41,Wild (2014),4.0,4.744835917258836
305,Everest (2015),3.0,3.869247530343285
288,Star Wars: Episode II - Attack of the Clones (2002),3.5,2.8465809918158573
116,Grease (1978),4.5,3.605616215654731
313,Waiting for Guffman (1996),5.0,3.5386922054125525
522,Star Trek: Insurrection (1998),4.0,3.577937830270593
182,"Princess Bride, The (1987)",3.5,4.2835411204834974
420,Super Size Me (2004),4.5,3.9639908513043065
597,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,4.891576030741758
313,Village of the Damned (1960),4.0,3.634323900702033
405,Faster Pussycat! Kill! Kill! (1965),4.0,3.9306369332995614
560,Star Wars: Episode V - The Empire Strikes Back (1980),4.0,4.503540830178026
438,Nine Months (1995),3.0,2.5555568757543976
495,Jay and Silent Bob Strike Back (2001),3.5,3.975589193842965
380,Phone Booth (2002),3.5,3.4310139194156712
129,Sin City (2005),4.5,4.223696222683289
42,Stripes (1981),4.0,3.839359472660429
309,Saving Private Ryan (1998),4.5,4.181479211392614
169,Saving Private Ryan (1998),5.0,4.869863662073875
6,First Kid (1996),3.0,2.5912695553466234
509,"Big Lebowski, The (1998)",3.5,3.590094335922802
73,Mom's Night Out (2014),1.5,3.711904761904762
441,Austin Powers: International Man of Mystery (1997),5.0,4.629655234339715
100,L.A. Story (1991),3.5,4.0489376368987875
593,V for Vendetta (2006),4.0,3.5538385145594904
610,Rogue (2007),3.5,3.6885560675883258
68,"Waterboy, The (1998)",3.0,3.0855395501991927
479,Bull Durham (1988),4.0,3.3409630040494487
564,"Secret Life of Walter Mitty, The (2013)",3.5,3.5998680326410017
580,"Virgin Suicides, The (1999)",5.0,3.8385827592753645
274,K-PAX (2001),1.0,3.265149998578756
30,Deadpool (2016),5.0,4.9952335198989015
156,Sleeper (1973),4.0,3.7809243171274574
489,"Addams Family, The (1991)",2.5,2.8662689845840106
186,Roman Holiday (1953),5.0,4.805531228620148
64,"Christmas Story, A (1983)",5.0,4.451126683094305
351,Taken (2008),4.5,3.754155502056467
469,Starman (1984),4.0,3.360241564037596
182,"Pledge, The (2001)",3.0,3.3396523868758448
6,Multiplicity (1996),2.0,3.065372195296073
346,Schindler's List (1993),3.5,4.221993872185422
528,Fatal Attraction (1987),2.5,3.254461243697663
551,How to Train Your Dragon 2 (2014),3.5,3.4451148489518797
226,Jumanji (1995),3.0,3.2613865050151962
226,Splash (1984),3.0,3.171047575201635
579,Men in Black (a.k.a. MIB) (1997),4.0,4.04319756375245
83,"Shawshank Redemption, The (1994)",5.0,4.159311132339321
368,Star Wars: Episode V - The Empire Strikes Back (1980),3.0,3.747600682892084
351,Death Sentence (2007),3.5,3.6666666666666665
227,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.5,4.8004711196004735
182,Schizopolis (1996),3.5,3.5112589559877176
298,Spanglish (2004),2.5,2.3360511875552454
38,Crimson Tide (1995),4.0,3.554271627763406
452,2001: A Space Odyssey (1968),3.0,4.653808744900089
351,Irreversible (Irréversible) (2002),4.0,3.988871828908479
111,Heartbreakers (2001),2.5,2.5917754468579615
599,Gravity (2013),3.0,3.1259553208495303
232,Shrek 2 (2004),3.0,3.3631741569368945
105,Brazil (1985),4.0,4.761024450165463
469,Wag the Dog (1997),3.0,3.596797874636693
509,"Prestige, The (2006)",3.5,3.671030063639402
213,300 (2007),3.5,4.079234652551811
217,Deep Blue Sea (1999),3.0,2.2315889825027835
503,Lost in Translation (2003),3.5,3.789793523862093
115,The Devil's Advocate (1997),4.0,3.5112227829087574
608,"Me, Myself & Irene (2000)",4.0,3.054764434664064
288,Soylent Green (1973),3.0,3.1147150366019005
226,American History X (1998),4.5,4.344093023620567
68,"Siege, The (1998)",3.5,3.100725929703763
195,Face/Off (1997),3.0,3.4780981615115496
275,Bonnie and Clyde (1967),5.0,4.644980888805065
380,Day Watch (Dnevnoy dozor) (2006),2.0,2.9846787435775197
371,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,5.0
290,Witness (1985),4.0,4.2867864757944165
246,Pride and Prejudice (1995),5.0,4.089184363902039
91,Star Wars: Episode IV - A New Hope (1977),4.5,4.4702289146712175
480,Easy Rider (1969),3.5,3.4625244147421212
12,Emma (1996),5.0,4.6780705736760435
606,Life Is Beautiful (La Vita è bella) (1997),5.0,4.354780260586419
330,This Is Spinal Tap (1984),4.5,4.223592286952258
63,Monty Python's Life of Brian (1979),5.0,4.331207957842949
246,"Tourist, The (2010)",4.0,3.0918333567232112
34,"Sixth Sense, The (1999)",3.0,3.6707916194390546
582,Shutter Island (2010),4.0,3.7884337346407047
104,Hysteria (2011),4.0,3.263298703571741
414,Brothers (2009),4.0,3.2208015907583873
448,Seven Samurai (Shichinin no samurai) (1954),5.0,3.612308617602487
325,Galaxy Quest (1999),4.0,3.7030445075638547
131,"Hurricane, The (1999)",3.0,3.4370127224413336
288,"Sixth Sense, The (1999)",3.0,3.688692959066084
344,Braveheart (1995),4.5,4.282832077525142
195,Lost and Delirious (2001),3.0,3.9447811374907995
356,Empire Records (1995),5.0,4.244710302014846
357,Legally Blonde (2001),4.0,3.6116858169703128
514,Volunteers (1985),3.0,2.9742649496784925
271,Poltergeist (1982),3.5,3.3175138242191933
607,Jurassic Park (1993),4.0,4.129268857143841
448,Mental (2012),2.0,2.8473712446351933
79,Nighthawks (1981),3.0,4.021383046774712
599,Mulholland Drive (2001),4.5,3.086865829557824
130,Batman (1989),3.0,3.1760253580822577
517,Bambi (1942),4.0,2.6901321218809446
45,"Replacement Killers, The (1998)",3.0,3.403509350650666
387,"Passion of Anna, The (Passion, En) (1969)",3.5,3.2585199610516065
600,McCabe & Mrs. Miller (1971),3.5,3.0144402164619755
414,Look Who's Talking Now (1993),1.0,2.2314256922633575
64,Dogma (1999),4.0,3.9457054583772093
81,Speed (1994),3.0,2.7869803661202193
288,Cujo (1983),2.0,2.17491322636491
159,Shrek (2001),4.0,3.932091802881568
189,"Silence of the Lambs, The (1991)",4.0,4.17547398760102
247,"Hangover, The (2009)",4.0,3.760009117356081
474,Gandhi (1982),4.0,3.626438768874365
211,Lord of War (2005),3.5,3.903678524494198
290,Under Siege (1992),3.0,3.3035148497911435
301,"Lion King, The (1994)",3.5,3.6812095886500975
599,Win Win (2011),3.5,3.030142429744001
610,"Scanner Darkly, A (2006)",3.5,3.8850303306246663
456,Grumpier Old Men (1995),3.0,3.34436719867806
52,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.0,4.81423902624138
232,Ninja Assassin (2009),4.0,3.95605217534459
288,Hide and Seek (2005),2.5,2.1661707840129756
68,"Bucket List, The (2007)",3.0,3.430263156331873
346,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.0,3.9100622349275045
238,"Godfather, The (1972)",3.0,4.098999412543008
594,Knock Off (1998),5.0,3.9245689655172415
610,Taken 3 (2015),1.0,2.0938518920060702
497,Addams Family Values (1993),2.0,2.676919101928683
432,"Herod's Law (Ley de Herodes, La) (2000)",3.0,3.646153846153846
285,"Birds, The (1963)",4.0,4.23209750318748
123,The Hunger Games (2012),3.5,3.7317323375091984
6,Diabolique (1996),1.0,2.7323021051617196
217,City Slickers II: The Legend of Curly's Gold (1994),3.0,2.0515129681361
528,Forrest Gump (1994),5.0,4.348331918491163
101,Ghostbusters (a.k.a. Ghost Busters) (1984),4.0,3.9196652088449864
219,Harry Potter and the Order of the Phoenix (2007),2.5,3.450435710985959
452,"Hunt for Red October, The (1990)",4.0,4.735434784736933
43,"Juror, The (1996)",5.0,5.0
240,Dragonheart (1996),5.0,3.876172062564163
534,Star Wars: Episode III - Revenge of the Sith (2005),4.0,3.8211507336275368
610,Vanilla Sky (2001),3.5,3.709030079403861
298,Bad Words (2013),0.5,2.2448319252903284
552,Blade Runner (1982),5.0,3.8718928720609043
414,Quantum of Solace (2008),4.0,3.2623529478166686
165,Dazed and Confused (1993),3.0,3.838382128778686
610,Ender's Game (2013),3.5,3.2113392095915123
265,"Juror, The (1996)",2.0,2.4967524453768135
372,"Godfather: Part II, The (1974)",5.0,4.302355628130995
19,Speed (1994),4.0,2.710905486683247
525,American Pie 2 (2001),1.0,2.7369255477463668
84,"Nightmare Before Christmas, The (1993)",3.0,3.726509204722791
480,Terminator 2: Judgment Day (1991),4.5,3.9164316794640532
298,Jackass Number Two (2006),3.0,2.643579610958153
70,Sideways (2004),5.0,4.78429244127983
225,Wayne's World (1992),4.0,4.012930359554109
387,House of Wax (2005),2.0,1.8555157981247519
484,Happy Gilmore (1996),4.0,4.031030651653478
298,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),4.5,2.901418340584621
195,Finding Forrester (2000),4.0,3.8168791123273236
182,Dancer in the Dark (2000),5.0,3.8949991334425573
414,Sherlock Holmes (2009),4.0,3.748579092596849
279,Independence Day (a.k.a. ID4) (1996),4.0,3.4926857741571133
590,Aladdin (1992),4.0,3.773707185203615
573,Collateral Damage (2002),2.0,3.583769897054746
68,"Mummy Returns, The (2001)",3.5,2.9277335466845256
313,Cape Fear (1962),4.0,4.0051920693494285
464,Ocean's Twelve (2004),4.5,3.473371577097909
122,Brüno (Bruno) (2009),4.5,4.423166195017888
