y_true,y_pred
397000.0,374832.9231171709
869000.0,1016911.6185511535
355000.0,273197.67529836163
575000.0,422348.36924618826
346000.0,435180.6476241698
530000.0,545862.4722089409
449500.0,539676.5429835373
435000.0,252193.94003401452
635000.0,747698.9071975674
332500.0,248230.31198443315
550000.0,710625.6482039336
720000.0,837877.2388828901
1085000.0,1076747.7628477002
418000.0,310805.70661809517
495000.0,492679.36550536734
1140000.0,1199294.775673458
734990.0,609067.6383471407
980000.0,840379.9371761748
737000.0,841737.2192469023
364950.0,394916.72584774584
890000.0,815893.3745742942
466000.0,697401.7119358433
225000.0,-78831.57429209747
420000.0,272153.481764411
215000.0,377897.0222864777
270000.0,360943.4246087866
778000.0,623752.8331985695
650000.0,428603.8789509209
325000.0,410501.937294091
550000.0,586576.792488974
291000.0,241915.48828463804
437000.0,528871.0716635241
255500.0,195149.3648635032
875000.0,983620.3529932371
450000.0,424592.67820592376
725000.0,460223.45291282976
386500.0,354357.230820579
985000.0,1273645.9445048766
419700.0,366729.2929466795
165000.0,122582.00417162344
408000.0,317524.9516516399
340000.0,412911.6958792471
962800.0,1012253.054203911
557000.0,499873.1545190399
775000.0,1023254.2955968922
520000.0,632846.9216494499
385000.0,487152.93745570397
1200000.0,849259.784768413
190000.0,158197.50632180367
1950000.0,1524608.1972273202
555000.0,624286.4700665079
250000.0,469386.69981635915
1824100.0,1046919.7423667944
530000.0,622259.5416096875
250000.0,119596.40944950085
518000.0,801709.3225748844
450000.0,301990.25816798786
562500.0,660772.1163928708
2160000.0,1267730.2434747661
282000.0,226905.93725036376
302282.0,476040.5937349663
267000.0,273324.0057038772
275000.0,266659.5407318198
248000.0,91977.79134134256
750000.0,898635.2681422543
445000.0,381895.75813590083
550000.0,207124.13661920128
545000.0,511155.3091245866
549000.0,452614.39022493677
185900.0,84064.09247588296
730000.0,589583.0092506505
225000.0,282736.0439653043
657500.0,589628.5197799017
265000.0,178565.17257399723
630000.0,872028.2930661933
490000.0,488912.4450160177
384900.0,571407.8742357034
799990.0,901624.3391080825
252500.0,272674.2691326235
380000.0,249649.94216212427
245000.0,370347.54949322325
378000.0,231869.13568732108
389000.0,371787.13321050635
343000.0,407473.5760010529
742000.0,538203.3082700814
400000.0,732811.8457189591
625000.0,775996.1118827697
630000.0,748711.0867183848
299500.0,355618.8429621514
229800.0,289411.89152647834
395000.0,457929.07559457823
225000.0,260012.532622892
310000.0,483702.70164557756
330000.0,378380.6580481654
280000.0,276507.40908975474
415000.0,352744.2789621516
752888.0,822734.5656174505
300000.0,419818.78533652116
200000.0,223437.40149571584
406500.0,628217.3258013033
468000.0,537586.1084274204
1050000.0,1081928.4338114457
960000.0,1272819.8429252044
865000.0,907820.9141764905
395000.0,504166.0041453468
470000.0,562238.1523464221
517000.0,359790.34347424423
1000000.0,689519.8910403026
110000.0,31748.607039453636
405000.0,409890.30461771763
249950.0,235736.46191605768
410000.0,348817.08531661273
385000.0,272209.66188175924
349000.0,286413.9973159322
540000.0,418753.4442635939
657000.0,734296.76679677
250000.0,60658.02111314412
350000.0,395355.93207783095
352450.0,552435.2531808615
375000.0,423050.78161425306
275000.0,326992.85370960383
322500.0,206515.9926284115
385100.0,289087.30679187144
395000.0,484913.90510929277
750000.0,727702.4634427424
1085000.0,905344.037278123
597000.0,612893.0445450598
2510000.0,2166264.0167148174
703300.0,738941.2574623538
1185000.0,1014943.7889376226
698000.0,725480.5681364308
340000.0,353494.1954412882
750000.0,661805.8367786519
1505000.0,1078941.564420232
615000.0,689026.7859588631
320000.0,359492.5194898065
290000.0,401442.27717215125
374950.0,686403.7432957892
1100000.0,649198.4321589073
550000.0,450252.678984634
390000.0,543325.9375178643
467000.0,629449.8452310319
552250.0,495418.9956560348
235000.0,330644.2526538754
750000.0,711423.54875964
627000.0,491787.1504963865
883000.0,961166.9472333564
785000.0,644419.9881825073
457000.0,623045.9140652376
367500.0,322977.80514156097
625000.0,717530.3145345767
402500.0,478766.7610852184
755000.0,851667.8839411049
380000.0,435754.9472754845
238000.0,225516.5885888327
848000.0,860892.8586157999
358000.0,448604.74254656804
440000.0,636576.4783494886
250000.0,283267.1593367927
2650000.0,1675945.784093697
495000.0,599984.8451225634
660000.0,634575.6000677594
755000.0,707899.1742519011
600000.0,654605.1727618838
461500.0,562159.0437392747
275000.0,203011.81059354998
195000.0,334194.84525613626
315000.0,309873.70323079976
1280000.0,1063881.857258102
353000.0,255399.11761843186
390000.0,594934.9787113104
657500.0,999330.1696008925
495000.0,484076.497104941
450000.0,457312.774178806
427000.0,319702.9141630534
1040000.0,1160942.2078779438
700000.0,399357.47930049174
894000.0,961559.5392285022
770000.0,906129.296688555
412500.0,426732.9077783073
899000.0,683247.1089151752
555000.0,699103.3430394143
400000.0,730607.5412280243
330000.0,469804.3300576348
700000.0,746324.61917838
500000.0,598697.8386870106
385000.0,388864.03197537817
840000.0,575090.6452430928
230500.0,95988.68576891866
563250.0,357304.56622850004
523950.0,429990.19250561827
227064.0,493561.80227461667
616500.0,592968.2849174452
670000.0,665525.3993905995
210000.0,334543.45125991467
335000.0,305036.1598514528
151100.0,170809.00066101155
374950.0,473910.1417513774
840000.0,882165.6748702154
640000.0,772525.1830316797
335000.0,183725.3174168691
210000.0,205128.1918428599
452250.0,666860.1529166541
162000.0,54978.04460805049
968000.0,780561.7788661389
252500.0,372010.0667309789
265800.0,301884.89383725455
300000.0,152902.58809394127
398950.0,543266.7848994725
865000.0,562869.2682903724
378000.0,473214.1150208856
1150000.0,1144491.7049864198
1272000.0,1134033.905573574
890000.0,1114914.6838697381
275000.0,208660.00643015478
542500.0,530498.555967509
411000.0,394343.230862455
337500.0,390053.1366727046
365000.0,217304.00332424813
416000.0,466771.0025841107
230000.0,127642.33514207276
290500.0,649932.7890759826
367899.0,412725.6408565278
700000.0,291906.30545868375
534000.0,445879.11058234435
317000.0,187702.04272248427
845000.0,539229.165017996
579000.0,628141.7527973612
525126.0,541971.0582362654
1001000.0,793959.0830754227
250000.0,233440.44283521659
565000.0,1024035.3081183459
700000.0,476123.7356578852
316000.0,353909.41608689836
557500.0,615833.8804707127
207500.0,196458.5240081565
465000.0,338040.6108355485
853800.0,893233.0833799263
1385000.0,1117143.2118259808
469000.0,301820.79933838046
220000.0,258643.6324440947
332000.0,288187.82696727675
720000.0,1128911.8623258974
795000.0,901689.5664159642
240000.0,361725.34214394615
280000.0,349253.1913120488
330000.0,390138.57172675245
375000.0,315929.0497239316
1690000.0,1102026.6058106367
152500.0,-2056.4574617769103
256000.0,276179.92787358665
182500.0,143393.49020750844
485500.0,410533.74221398565
362000.0,491016.25278493395
675000.0,923139.0593318299
1388000.0,718017.0116200595
462000.0,317787.0811636883
219000.0,389796.75176462275
725000.0,774425.3330687463
315000.0,334034.08518344315
695000.0,719192.2119448287
560000.0,802822.3555006629
560000.0,427339.4429832595
649000.0,769091.1459962502
620000.0,506761.7113304893
246500.0,193156.6040551458
548000.0,623432.8256217391
496600.0,580236.5461142365
315000.0,485748.7981900647
330000.0,374410.6114058262
1000000.0,959607.0600750651
650000.0,613151.0084061938
589000.0,717244.7656297749
1030000.0,724744.4019991588
802000.0,891528.7112180113
173000.0,246928.98553991067
130000.0,444771.32389973564
380000.0,467414.6631379917
293000.0,744257.7665182579
706000.0,681738.73934875
262000.0,211258.1100554738
281000.0,129601.7222221457
710000.0,567235.0105700461
170000.0,101384.66476348537
687500.0,595381.5280851413
502000.0,547759.0406462704
734000.0,537832.6342273726
481450.0,495187.4179147256
250000.0,328588.15284946555
300000.0,348272.4536764375
248000.0,20036.052853398025
186000.0,195036.86115959857
440000.0,597946.2996740637
172000.0,201614.32576052618
405000.0,501356.7924886877
599000.0,459767.39574378775
457500.0,303715.13853496686
275000.0,465631.61150029686
500000.0,396415.5957225872
472500.0,436235.428430763
494815.0,413745.9235600503
342000.0,403589.9944893972
1208000.0,1171893.690479237
492000.0,964505.1976598259
420000.0,357052.3868942243
554000.0,493941.60194201354
805000.0,894067.1410537314
485000.0,503849.98691010283
310000.0,152039.15295357513
456500.0,489134.4847675469
330000.0,350445.9681454297
211000.0,279173.8842883519
965000.0,776909.1034862928
374950.0,352825.26241779316
456000.0,653070.8741533193
599000.0,565344.984524271
500000.0,610031.2011431406
740000.0,689328.0465974002
430000.0,1051109.8993389327
799950.0,871862.9193501929
1225000.0,1023510.5243385867
249000.0,419955.98563521955
930000.0,1002068.1672639574
339950.0,594309.2989394752
612000.0,917369.0736973693
428000.0,448137.966234746
315000.0,423198.88582320797
550000.0,453622.70390541037
453246.0,415036.0490072752
325000.0,240033.0212268615
810000.0,903295.3086947713
745000.0,652854.9501434984
329000.0,291802.8697474138
258000.0,190489.82549672382
418500.0,280230.961017239
320000.0,517348.6354570956
550000.0,810605.793962735
600000.0,665067.7069841663
260000.0,427822.9574527941
511718.0,519833.39270874846
335000.0,443862.04812428204
207000.0,275787.9083923507
525000.0,638790.1536240263
194000.0,117387.51054473093
340000.0,588137.0722684166
604000.0,575199.60006116
375000.0,407733.4064918211
240000.0,189289.25203127216
474000.0,424939.85232093325
719000.0,506546.14631971886
525000.0,423779.5606204846
800000.0,786419.1051848908
499950.0,348827.0834365556
265000.0,363234.25364931277
407000.0,619286.5931332677
379000.0,391694.85072158696
799000.0,674075.8396319994
825000.0,1001093.9255400104
384000.0,675080.19937425
520000.0,615723.2565293972
286000.0,342770.4511658944
700000.0,883247.5021177602
639983.0,533687.1633575063
360000.0,454983.52495494706
1485000.0,1283703.55548274
459000.0,630455.4399394443
280000.0,359336.3632012028
859900.0,806194.0933309535
1320000.0,875542.1248087431
482000.0,529473.6896633002
525000.0,455645.4270236424
365000.0,499244.41173025424
215000.0,75364.10020373046
680000.0,711484.8414842454
628000.0,594427.7363743905
200000.0,399239.46992403624
400000.0,361242.6901806409
410000.0,252630.6683693541
300000.0,465465.2136136116
209950.0,46499.15031734365
305450.0,256052.00816379505
280000.0,163162.17961243988
340000.0,360860.38457944593
247000.0,248815.19465968286
345000.0,406267.64056720573
784000.0,940192.9169558639
575000.0,417177.95887660614
535000.0,357969.7705958893
585000.0,546419.3741396952
505000.0,426152.63226327
89000.0,26490.805593194556
378000.0,331949.01846420934
285000.0,369708.23504737974
850000.0,688763.1591381654
202000.0,130541.90932881145
422000.0,518852.76717482496
889000.0,1021820.1685813582
925000.0,757967.5007451666
592000.0,629545.0287300815
470000.0,714792.5295802751
299000.0,214129.2728820783
809000.0,997589.0257714333
735000.0,725415.2757460454
785000.0,893009.5258350784
370000.0,367350.6701039206
515000.0,785957.7302915687
999000.0,919657.5349624197
491500.0,642349.1746702881
207500.0,90680.15380174108
992000.0,960274.0471609188
139500.0,190009.2892180594
895000.0,811144.0329092743
360000.0,492753.90125103376
611900.0,842967.7484822765
536000.0,755090.8348629982
455000.0,687320.3791680327
543500.0,500589.98346583673
550000.0,670215.2014093081
796000.0,578661.8503219234
845000.0,1014857.0999824355
495000.0,496213.3907600882
665900.0,823450.9120148264
533000.0,440948.6402005843
400000.0,301554.7650355243
147200.0,136144.1384337201
276500.0,411537.6537133419
278000.0,539583.9884582121
379400.0,530501.2177811941
435000.0,442837.612122095
290000.0,240117.5433046852
280000.0,230376.70807124913
320000.0,227739.09903819486
595000.0,511283.2665577614
549000.0,717099.5226815556
395000.0,227395.8533373454
550000.0,503426.6722314267
540000.0,614769.5569345054
659000.0,685510.0977828074
777000.0,966695.1804549249
685000.0,620319.736735636
442500.0,561247.9178894958
1325000.0,839821.4470554077
490000.0,784289.7760812562
775000.0,1022574.1043525676
369950.0,291071.2746908264
1500000.0,1593954.958677852
300000.0,286382.35112539283
284200.0,274111.95865446166
532000.0,464636.26002943
236000.0,86000.90521997563
400375.0,311378.99485103367
850000.0,627799.7911572681
732000.0,716061.6364572633
825000.0,1190460.634932559
259950.0,252487.4611643353
234000.0,284241.40122981626
240000.0,426285.63936068985
2500000.0,1636952.848823443
464000.0,550852.5435924629
500000.0,408433.6618051246
1130000.0,801723.598949204
567500.0,724085.9471254392
682000.0,588827.955357754
950000.0,1092949.077504112
860000.0,1284371.189499271
495000.0,480906.7369516165
155000.0,109503.62131202663
445000.0,574118.8574087746
709000.0,757465.2251629536
645000.0,761015.8677041996
242500.0,281826.3757843297
315000.0,349922.63640337833
285000.0,483236.75283850724
525000.0,641406.4382904499
812000.0,755742.6808572486
525000.0,682270.0458780623
950000.0,810101.8556327668
225000.0,302996.9605254602
190000.0,142892.18578137388
380000.0,333751.69315548975
234000.0,13921.964425634244
394000.0,362912.5048715025
250000.0,229604.54369853897
259500.0,282967.81299714616
900000.0,1081405.6252443339
849950.0,872138.4980205743
299900.0,130525.35925835947
298000.0,407476.1144130869
462000.0,550512.109294962
179900.0,-34774.99202004878
525000.0,779982.497634796
269950.0,196751.3051806707
1248000.0,727994.4013718216
550000.0,636525.2145169477
409950.0,496488.484490062
304000.0,343628.98643894045
718000.0,657014.7036936695
275000.0,341119.77706373425
865000.0,985998.0063219538
490000.0,301689.0379997436
650000.0,627252.7062726741
405000.0,486406.26996103
369000.0,214084.75154098606
336000.0,347918.5818464139
213550.0,266625.1564936451
600000.0,579363.5347705922
352500.0,488557.0069418039
519950.0,375818.40118052776
253905.0,249948.35903495108
305000.0,280117.7617921092
172500.0,107725.0086034293
561750.0,536078.9404921338
275000.0,298484.8214411952
370950.0,373588.4961656038
1000000.0,1071179.8374050232
575000.0,531540.7063913972
358000.0,355825.3498641006
395000.0,291626.33798381966
420000.0,555940.0694567894
440000.0,443506.78082280746
1650000.0,969744.681571372
415000.0,459526.14871727454
669950.0,518716.22257930995
400000.0,489205.70697967097
299950.0,351417.14879884187
3640900.0,2221886.5532798236
399000.0,203569.8030579873
340000.0,374958.71594158676
317000.0,534474.1738677331
960000.0,1225185.0137900445
197000.0,151071.00419994234
1700000.0,978068.5953263219
458000.0,610993.6869782923
575000.0,436732.0849270134
780000.0,811042.3113213019
490000.0,767892.7464533446
639000.0,703789.3447111349
399950.0,202852.1673940468
212000.0,153694.26540440257
550000.0,525019.0424078776
415000.0,347736.80341391393
239300.0,197914.13900214527
815000.0,293184.8540266039
294500.0,299907.4992131022
287500.0,365079.2129109098
260000.0,351130.8517512593
400000.0,613789.0893866972
482000.0,566226.980709054
663500.0,423693.1101624455
553650.0,436991.53160316194
775000.0,849209.7199727801
445000.0,475910.1894110131
215000.0,108574.80418843671
334000.0,469125.15664568497
1003000.0,938782.9758493874
330000.0,402824.09569366544
625000.0,851331.6306156223
210000.0,-109518.05544284673
526000.0,365134.3094524736
2750000.0,1707099.588235225
680000.0,831729.0678727059
340000.0,323430.62645331916
367500.0,556693.0400642257
415000.0,499125.2016842623
495000.0,580655.0123634144
772000.0,552860.810263113
650000.0,624564.9043656458
246000.0,322876.07142737485
1900000.0,1874909.2282342329
625000.0,575858.4646298696
515000.0,510892.0631542632
367500.0,613678.123110939
240000.0,246305.21689876984
500000.0,650917.8736468882
